Main_Specialty_Code,Main_Specialty_Desc,Age_Group,Attendance_Count,Gender
315,Palliative Medicine,55-59,4311,Female
317,Allergy,55-59,971,Female
320,Cardiology,55-59,104276,Female
321,Paediatric Cardiology,55-59,349,Female
325,Sport and Exercise Medicine,55-59,1142,Female
326,Acute Internal Medicine,55-59,8716,Female
330,Dermatology,55-59,130587,Female
340,Respiratory Medicine,55-59,86082,Female
350,Infectious Diseases,55-59,6151,Female
352,Tropical Medicine,55-59,0,Female
360,Genitourinary Medicine,55-59,2905,Female
361,Renal Medicine,55-59,37149,Female
370,Medical Oncology,55-59,116218,Female
371,Nuclear Medicine,55-59,891,Female
400,Neurology,55-59,84619,Female
401,Clinical Neurophysiology,55-59,11561,Female
410,Rheumatology,55-59,114780,Female
420,Paediatrics,55-59,613,Female
421,Paediatric Neurology,55-59,47,Female
430,Geriatric Medicine,55-59,6832,Female
450,Dental Medicine,55-59,7407,Female
451,Special Care Dentistry,55-59,634,Female
460,Medical Ophthalmology,55-59,1504,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",55-59,0,Female
500,Obstetrics and Gynaecology,55-59,22,Female
501,Obstetrics,55-59,48551,Female
502,Gynaecology,55-59,261199,Female
504,Community Sexual and Reproductive Health,55-59,13,Female
560,Midwifery,55-59,2211,Female
600,General Medical Practice,55-59,1939,Female
601,General Dental Practice,55-59,192,Female
700,Learning Disability,55-59,2001,Female
710,Adult Mental Illness,55-59,45849,Female
711,Child and Adolescent Psychiatry,55-59,926,Female
712,Forensic Psychiatry,55-59,306,Female
713,Medical Psychotherapy,55-59,2113,Female
715,Old Age Psychiatry,55-59,836,Female
800,Clinical Oncology,55-59,131248,Female
810,Radiology,55-59,330829,Female
820,General Pathology,55-59,183,Female
821,Blood Transfusion,55-59,0,Female
822,Chemical Pathology,55-59,6177,Female
823,Haematology,55-59,14445,Female
824,Histopathology,55-59,266,Female
830,Immunopathology,55-59,311,Female
831,Medical Microbiology and Virology,55-59,198,Female
833,Medical Microbiology,55-59,63,Female
834,Medical Virology,55-59,272,Female
900,Community Medicine,55-59,11786,Female
901,Occupational Medicine,55-59,1608,Female
902,Community Health Services Dental,55-59,143,Female
903,Public Health Medicine,55-59,9,Female
950,Nursing,55-59,244946,Female
960,Allied Health Professional,55-59,549754,Female
990,Joint Consultant Clinics (Retired 1 April 2004),55-59,34,Female
&,Not Known,60-64,6256,Female
100,General Surgery,60-64,324863,Female
101,Urology,60-64,64930,Female
107,Vascular Surgery,60-64,2627,Female
110,Trauma and Orthopaedics,60-64,430803,Female
120,Ear Nose and Throat,60-64,128147,Female
130,Ophthalmology,60-64,300957,Female
140,Oral Surgery,60-64,31906,Female
141,Restorative Dentistry,60-64,12335,Female
142,Paediatric Dentistry,60-64,3,Female
143,Orthodontics,60-64,1835,Female
145,Oral and Maxillofacial Surgery,60-64,27530,Female
146,Endodontics,60-64,1184,Female
147,Periodontics,60-64,500,Female
148,Prosthodontics,60-64,192,Female
149,Surgical Dentistry,60-64,10,Female
150,Neurosurgery,60-64,29109,Female
160,Plastic Surgery,60-64,46178,Female
170,Cardiothoracic Surgery,60-64,6808,Female
171,Paediatric Surgery,60-64,241,Female
180,Emergency Medicine,60-64,7327,Female
190,Anaesthetics,60-64,98233,Female
191,Pain Management (Retired 1 April 2004),60-64,1,Female
192,Intensive Care Medicine,60-64,777,Female
300,General Internal Medicine,60-64,167146,Female
301,Gastroenterology,60-64,120645,Female
302,Endocrinology and Diabetes,60-64,56248,Female
303,Clinical Haematology,60-64,88360,Female
304,Clinical Physiology,60-64,15573,Female
305,Clinical Pharmacology,60-64,720,Female
310,Audio Vestibular Medicine,60-64,17034,Female
311,Clinical Genetics,60-64,4359,Female
313,Clinical Immunology,60-64,5202,Female
314,Rehabilitation Medicine,60-64,18022,Female
315,Palliative Medicine,60-64,6176,Female
317,Allergy,60-64,904,Female
320,Cardiology,60-64,133075,Female
321,Paediatric Cardiology,60-64,322,Female
325,Sport and Exercise Medicine,60-64,1185,Female
326,Acute Internal Medicine,60-64,9435,Female
330,Dermatology,60-64,149995,Female
340,Respiratory Medicine,60-64,111696,Female
350,Infectious Diseases,60-64,5939,Female
352,Tropical Medicine,60-64,1,Female
360,Genitourinary Medicine,60-64,2431,Female
361,Renal Medicine,60-64,43682,Female
370,Medical Oncology,60-64,142579,Female
371,Nuclear Medicine,60-64,991,Female
400,Neurology,60-64,87175,Female
401,Clinical Neurophysiology,60-64,12030,Female
410,Rheumatology,60-64,139436,Female
420,Paediatrics,60-64,627,Female
421,Paediatric Neurology,60-64,39,Female
430,Geriatric Medicine,60-64,9172,Female
450,Dental Medicine,60-64,8478,Female
451,Special Care Dentistry,60-64,868,Female
460,Medical Ophthalmology,60-64,1734,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",60-64,0,Female
500,Obstetrics and Gynaecology,60-64,7,Female
501,Obstetrics,60-64,39412,Female
502,Gynaecology,60-64,230310,Female
504,Community Sexual and Reproductive Health,60-64,10,Female
560,Midwifery,60-64,492,Female
600,General Medical Practice,60-64,2216,Female
601,General Dental Practice,60-64,236,Female
700,Learning Disability,60-64,2269,Female
710,Adult Mental Illness,60-64,43017,Female
711,Child and Adolescent Psychiatry,60-64,809,Female
712,Forensic Psychiatry,60-64,419,Female
713,Medical Psychotherapy,60-64,1857,Female
715,Old Age Psychiatry,60-64,1488,Female
800,Clinical Oncology,60-64,156825,Female
810,Radiology,60-64,352596,Female
820,General Pathology,60-64,243,Female
821,Blood Transfusion,60-64,3,Female
822,Chemical Pathology,60-64,8346,Female
823,Haematology,60-64,18548,Female
824,Histopathology,60-64,238,Female
830,Immunopathology,60-64,283,Female
831,Medical Microbiology and Virology,60-64,227,Female
833,Medical Microbiology,60-64,86,Female
834,Medical Virology,60-64,220,Female
900,Community Medicine,60-64,12984,Female
901,Occupational Medicine,60-64,2054,Female
902,Community Health Services Dental,60-64,201,Female
903,Public Health Medicine,60-64,18,Female
950,Nursing,60-64,292849,Female
960,Allied Health Professional,60-64,656660,Female
990,Joint Consultant Clinics (Retired 1 April 2004),60-64,64,Female
&,Not Known,65-69,7370,Female
100,General Surgery,65-69,313791,Female
101,Urology,65-69,70834,Female
107,Vascular Surgery,65-69,3143,Female
110,Trauma and Orthopaedics,65-69,466191,Female
120,Ear Nose and Throat,65-69,130843,Female
130,Ophthalmology,65-69,398520,Female
140,Oral Surgery,65-69,32682,Female
141,Restorative Dentistry,65-69,12603,Female
142,Paediatric Dentistry,65-69,1,Female
143,Orthodontics,65-69,1546,Female
145,Oral and Maxillofacial Surgery,65-69,28262,Female
146,Endodontics,65-69,1240,Female
147,Periodontics,65-69,374,Female
148,Prosthodontics,65-69,214,Female
149,Surgical Dentistry,65-69,17,Female
150,Neurosurgery,65-69,29744,Female
160,Plastic Surgery,65-69,43588,Female
170,Cardiothoracic Surgery,65-69,9602,Female
171,Paediatric Surgery,65-69,227,Female
180,Emergency Medicine,65-69,6750,Female
190,Anaesthetics,65-69,92019,Female
191,Pain Management (Retired 1 April 2004),65-69,4,Female
192,Intensive Care Medicine,65-69,759,Female
300,General Internal Medicine,65-69,180558,Female
301,Gastroenterology,65-69,122634,Female
302,Endocrinology and Diabetes,65-69,52844,Female
303,Clinical Haematology,65-69,105780,Female
304,Clinical Physiology,65-69,18471,Female
305,Clinical Pharmacology,65-69,865,Female
310,Audio Vestibular Medicine,65-69,20447,Female
311,Clinical Genetics,65-69,3473,Female
313,Clinical Immunology,65-69,4348,Female
314,Rehabilitation Medicine,65-69,18374,Female
315,Palliative Medicine,65-69,7644,Female
317,Allergy,65-69,706,Female
320,Cardiology,65-69,156682,Female
321,Paediatric Cardiology,65-69,213,Female
325,Sport and Exercise Medicine,65-69,992,Female
326,Acute Internal Medicine,65-69,9704,Female
330,Dermatology,65-69,153306,Female
340,Respiratory Medicine,65-69,126297,Female
350,Infectious Diseases,65-69,5368,Female
352,Tropical Medicine,65-69,0,Female
360,Genitourinary Medicine,65-69,1785,Female
361,Renal Medicine,65-69,43947,Female
370,Medical Oncology,65-69,162391,Female
371,Nuclear Medicine,65-69,1006,Female
400,Neurology,65-69,81143,Female
401,Clinical Neurophysiology,65-69,10874,Female
410,Rheumatology,65-69,145034,Female
420,Paediatrics,65-69,570,Female
421,Paediatric Neurology,65-69,38,Female
430,Geriatric Medicine,65-69,12996,Female
450,Dental Medicine,65-69,8788,Female
451,Special Care Dentistry,65-69,807,Female
460,Medical Ophthalmology,65-69,2119,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",65-69,0,Female
500,Obstetrics and Gynaecology,65-69,8,Female
501,Obstetrics,65-69,25909,Female
502,Gynaecology,65-69,163669,Female
504,Community Sexual and Reproductive Health,65-69,8,Female
560,Midwifery,65-69,175,Female
600,General Medical Practice,65-69,2325,Female
601,General Dental Practice,65-69,207,Female
700,Learning Disability,65-69,1842,Female
710,Adult Mental Illness,65-69,35538,Female
711,Child and Adolescent Psychiatry,65-69,674,Female
712,Forensic Psychiatry,65-69,208,Female
713,Medical Psychotherapy,65-69,1557,Female
715,Old Age Psychiatry,65-69,2396,Female
800,Clinical Oncology,65-69,182540,Female
810,Radiology,65-69,343991,Female
820,General Pathology,65-69,214,Female
821,Blood Transfusion,65-69,0,Female
822,Chemical Pathology,65-69,8358,Female
823,Haematology,65-69,19874,Female
824,Histopathology,65-69,279,Female
830,Immunopathology,65-69,375,Female
831,Medical Microbiology and Virology,65-69,235,Female
833,Medical Microbiology,65-69,104,Female
834,Medical Virology,65-69,192,Female
900,Community Medicine,65-69,13143,Female
901,Occupational Medicine,65-69,1872,Female
902,Community Health Services Dental,65-69,243,Female
903,Public Health Medicine,65-69,7,Female
950,Nursing,65-69,318468,Female
960,Allied Health Professional,65-69,696516,Female
990,Joint Consultant Clinics (Retired 1 April 2004),65-69,67,Female
&,Not Known,70-74,5514,Female
100,General Surgery,70-74,279837,Female
101,Urology,70-74,69004,Female
107,Vascular Surgery,70-74,3248,Female
110,Trauma and Orthopaedics,70-74,432828,Female
120,Ear Nose and Throat,70-74,116085,Female
130,Ophthalmology,70-74,477007,Female
140,Oral Surgery,70-74,29554,Female
141,Restorative Dentistry,70-74,10658,Female
142,Paediatric Dentistry,70-74,1,Female
143,Orthodontics,70-74,1134,Female
145,Oral and Maxillofacial Surgery,70-74,25528,Female
146,Endodontics,70-74,1045,Female
147,Periodontics,70-74,261,Female
148,Prosthodontics,70-74,168,Female
149,Surgical Dentistry,70-74,14,Female
150,Neurosurgery,70-74,25228,Female
160,Plastic Surgery,70-74,38422,Female
170,Cardiothoracic Surgery,70-74,11400,Female
171,Paediatric Surgery,70-74,191,Female
180,Emergency Medicine,70-74,5912,Female
190,Anaesthetics,70-74,76725,Female
191,Pain Management (Retired 1 April 2004),70-74,3,Female
192,Intensive Care Medicine,70-74,776,Female
300,General Internal Medicine,70-74,179179,Female
301,Gastroenterology,70-74,107287,Female
302,Endocrinology and Diabetes,70-74,45281,Female
303,Clinical Haematology,70-74,111861,Female
304,Clinical Physiology,70-74,18524,Female
305,Clinical Pharmacology,70-74,730,Female
310,Audio Vestibular Medicine,70-74,22559,Female
311,Clinical Genetics,70-74,2519,Female
313,Clinical Immunology,70-74,3615,Female
314,Rehabilitation Medicine,70-74,15496,Female
315,Palliative Medicine,70-74,7846,Female
317,Allergy,70-74,511,Female
320,Cardiology,70-74,163799,Female
321,Paediatric Cardiology,70-74,160,Female
325,Sport and Exercise Medicine,70-74,607,Female
326,Acute Internal Medicine,70-74,8790,Female
330,Dermatology,70-74,139012,Female
340,Respiratory Medicine,70-74,122193,Female
350,Infectious Diseases,70-74,4236,Female
352,Tropical Medicine,70-74,0,Female
360,Genitourinary Medicine,70-74,1115,Female
361,Renal Medicine,70-74,44523,Female
370,Medical Oncology,70-74,157002,Female
371,Nuclear Medicine,70-74,884,Female
400,Neurology,70-74,66233,Female
401,Clinical Neurophysiology,70-74,8481,Female
410,Rheumatology,70-74,131079,Female
420,Paediatrics,70-74,384,Female
421,Paediatric Neurology,70-74,25,Female
430,Geriatric Medicine,70-74,17767,Female
450,Dental Medicine,70-74,7939,Female
451,Special Care Dentistry,70-74,526,Female
460,Medical Ophthalmology,70-74,2233,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",70-74,0,Female
500,Obstetrics and Gynaecology,70-74,0,Female
501,Obstetrics,70-74,17943,Female
502,Gynaecology,70-74,118463,Female
504,Community Sexual and Reproductive Health,70-74,2,Female
560,Midwifery,70-74,106,Female
600,General Medical Practice,70-74,2159,Female
601,General Dental Practice,70-74,96,Female
700,Learning Disability,70-74,1108,Female
710,Adult Mental Illness,70-74,21437,Female
711,Child and Adolescent Psychiatry,70-74,442,Female
712,Forensic Psychiatry,70-74,109,Female
713,Medical Psychotherapy,70-74,994,Female
715,Old Age Psychiatry,70-74,8283,Female
800,Clinical Oncology,70-74,182026,Female
810,Radiology,70-74,300977,Female
820,General Pathology,70-74,163,Female
821,Blood Transfusion,70-74,2,Female
822,Chemical Pathology,70-74,7010,Female
823,Haematology,70-74,19518,Female
824,Histopathology,70-74,344,Female
830,Immunopathology,70-74,221,Female
831,Medical Microbiology and Virology,70-74,256,Female
833,Medical Microbiology,70-74,103,Female
834,Medical Virology,70-74,119,Female
900,Community Medicine,70-74,11142,Female
901,Occupational Medicine,70-74,1661,Female
902,Community Health Services Dental,70-74,158,Female
903,Public Health Medicine,70-74,8,Female
950,Nursing,70-74,305051,Female
960,Allied Health Professional,70-74,637212,Female
990,Joint Consultant Clinics (Retired 1 April 2004),70-74,73,Female
&,Not Known,75-79,5917,Female
100,General Surgery,75-79,254774,Female
101,Urology,75-79,70093,Female
107,Vascular Surgery,75-79,3521,Female
110,Trauma and Orthopaedics,75-79,410467,Female
120,Ear Nose and Throat,75-79,109177,Female
130,Ophthalmology,75-79,591500,Female
140,Oral Surgery,75-79,25833,Female
141,Restorative Dentistry,75-79,8730,Female
142,Paediatric Dentistry,75-79,1,Female
143,Orthodontics,75-79,900,Female
145,Oral and Maxillofacial Surgery,75-79,24076,Female
146,Endodontics,75-79,686,Female
147,Periodontics,75-79,128,Female
148,Prosthodontics,75-79,217,Female
149,Surgical Dentistry,75-79,14,Female
150,Neurosurgery,75-79,22850,Female
160,Plastic Surgery,75-79,35427,Female
170,Cardiothoracic Surgery,75-79,12933,Female
171,Paediatric Surgery,75-79,168,Female
180,Emergency Medicine,75-79,5844,Female
190,Anaesthetics,75-79,68791,Female
191,Pain Management (Retired 1 April 2004),75-79,0,Female
192,Intensive Care Medicine,75-79,689,Female
300,General Internal Medicine,75-79,182335,Female
301,Gastroenterology,75-79,94338,Female
302,Endocrinology and Diabetes,75-79,39209,Female
303,Clinical Haematology,75-79,127923,Female
304,Clinical Physiology,75-79,20002,Female
305,Clinical Pharmacology,75-79,578,Female
310,Audio Vestibular Medicine,75-79,27312,Female
311,Clinical Genetics,75-79,1669,Female
313,Clinical Immunology,75-79,2720,Female
314,Rehabilitation Medicine,75-79,13583,Female
315,Palliative Medicine,75-79,9044,Female
317,Allergy,75-79,388,Female
320,Cardiology,75-79,179876,Female
321,Paediatric Cardiology,75-79,97,Female
325,Sport and Exercise Medicine,75-79,470,Female
326,Acute Internal Medicine,75-79,8749,Female
330,Dermatology,75-79,133216,Female
340,Respiratory Medicine,75-79,118324,Female
350,Infectious Diseases,75-79,3485,Female
352,Tropical Medicine,75-79,0,Female
360,Genitourinary Medicine,75-79,592,Female
361,Renal Medicine,75-79,43484,Female
370,Medical Oncology,75-79,146002,Female
371,Nuclear Medicine,75-79,824,Female
400,Neurology,75-79,58566,Female
401,Clinical Neurophysiology,75-79,7410,Female
410,Rheumatology,75-79,122878,Female
420,Paediatrics,75-79,344,Female
421,Paediatric Neurology,75-79,23,Female
430,Geriatric Medicine,75-79,25304,Female
450,Dental Medicine,75-79,6120,Female
451,Special Care Dentistry,75-79,446,Female
460,Medical Ophthalmology,75-79,2491,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",75-79,1,Female
500,Obstetrics and Gynaecology,75-79,1,Female
501,Obstetrics,75-79,15107,Female
502,Gynaecology,75-79,105260,Female
504,Community Sexual and Reproductive Health,75-79,1,Female
560,Midwifery,75-79,144,Female
600,General Medical Practice,75-79,2205,Female
601,General Dental Practice,75-79,80,Female
700,Learning Disability,75-79,931,Female
710,Adult Mental Illness,75-79,12457,Female
711,Child and Adolescent Psychiatry,75-79,349,Female
712,Forensic Psychiatry,75-79,98,Female
713,Medical Psychotherapy,75-79,471,Female
715,Old Age Psychiatry,75-79,12265,Female
800,Clinical Oncology,75-79,167911,Female
810,Radiology,75-79,271321,Female
820,General Pathology,75-79,132,Female
821,Blood Transfusion,75-79,8,Female
822,Chemical Pathology,75-79,5633,Female
823,Haematology,75-79,21187,Female
824,Histopathology,75-79,245,Female
830,Immunopathology,75-79,227,Female
831,Medical Microbiology and Virology,75-79,171,Female
833,Medical Microbiology,75-79,79,Female
834,Medical Virology,75-79,79,Female
900,Community Medicine,75-79,11638,Female
901,Occupational Medicine,75-79,1044,Female
902,Community Health Services Dental,75-79,135,Female
903,Public Health Medicine,75-79,5,Female
950,Nursing,75-79,313263,Female
960,Allied Health Professional,75-79,620568,Female
990,Joint Consultant Clinics (Retired 1 April 2004),75-79,96,Female
&,Not Known,80-84,7527,Female
100,General Surgery,80-84,268492,Female
101,Urology,80-84,78581,Female
107,Vascular Surgery,80-84,3982,Female
110,Trauma and Orthopaedics,80-84,416493,Female
120,Ear Nose and Throat,80-84,111393,Female
130,Ophthalmology,80-84,786158,Female
140,Oral Surgery,80-84,25218,Female
141,Restorative Dentistry,80-84,7337,Female
142,Paediatric Dentistry,80-84,0,Female
143,Orthodontics,80-84,675,Female
145,Oral and Maxillofacial Surgery,80-84,23788,Female
146,Endodontics,80-84,526,Female
147,Periodontics,80-84,122,Female
148,Prosthodontics,80-84,209,Female
149,Surgical Dentistry,80-84,6,Female
150,Neurosurgery,80-84,21656,Female
160,Plastic Surgery,80-84,40827,Female
170,Cardiothoracic Surgery,80-84,11536,Female
171,Paediatric Surgery,80-84,180,Female
180,Emergency Medicine,80-84,6682,Female
190,Anaesthetics,80-84,71975,Female
191,Pain Management (Retired 1 April 2004),80-84,2,Female
192,Intensive Care Medicine,80-84,704,Female
300,General Internal Medicine,80-84,222334,Female
301,Gastroenterology,80-84,86430,Female
302,Endocrinology and Diabetes,80-84,37424,Female
303,Clinical Haematology,80-84,150079,Female
304,Clinical Physiology,80-84,24275,Female
305,Clinical Pharmacology,80-84,525,Female
310,Audio Vestibular Medicine,80-84,35682,Female
311,Clinical Genetics,80-84,1198,Female
313,Clinical Immunology,80-84,2157,Female
314,Rehabilitation Medicine,80-84,14050,Female
315,Palliative Medicine,80-84,10843,Female
317,Allergy,80-84,260,Female
320,Cardiology,80-84,217967,Female
321,Paediatric Cardiology,80-84,81,Female
325,Sport and Exercise Medicine,80-84,473,Female
326,Acute Internal Medicine,80-84,9925,Female
330,Dermatology,80-84,149202,Female
340,Respiratory Medicine,80-84,117534,Female
350,Infectious Diseases,80-84,3435,Female
352,Tropical Medicine,80-84,0,Female
360,Genitourinary Medicine,80-84,490,Female
361,Renal Medicine,80-84,45716,Female
370,Medical Oncology,80-84,145689,Female
371,Nuclear Medicine,80-84,916,Female
400,Neurology,80-84,58527,Female
401,Clinical Neurophysiology,80-84,7847,Female
410,Rheumatology,80-84,124672,Female
420,Paediatrics,80-84,390,Female
421,Paediatric Neurology,80-84,22,Female
430,Geriatric Medicine,80-84,40228,Female
450,Dental Medicine,80-84,5206,Female
451,Special Care Dentistry,80-84,354,Female
460,Medical Ophthalmology,80-84,2970,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",80-84,1,Female
500,Obstetrics and Gynaecology,80-84,2,Female
501,Obstetrics,80-84,15757,Female
502,Gynaecology,80-84,112803,Female
504,Community Sexual and Reproductive Health,80-84,3,Female
560,Midwifery,80-84,145,Female
600,General Medical Practice,80-84,2322,Female
601,General Dental Practice,80-84,37,Female
700,Learning Disability,80-84,470,Female
710,Adult Mental Illness,80-84,10078,Female
711,Child and Adolescent Psychiatry,80-84,327,Female
712,Forensic Psychiatry,80-84,83,Female
713,Medical Psychotherapy,80-84,363,Female
715,Old Age Psychiatry,80-84,20437,Female
800,Clinical Oncology,80-84,166756,Female
810,Radiology,80-84,271349,Female
820,General Pathology,80-84,121,Female
821,Blood Transfusion,80-84,1,Female
822,Chemical Pathology,80-84,4754,Female
823,Haematology,80-84,25109,Female
824,Histopathology,80-84,338,Female
830,Immunopathology,80-84,185,Female
831,Medical Microbiology and Virology,80-84,161,Female
833,Medical Microbiology,80-84,62,Female
834,Medical Virology,80-84,71,Female
900,Community Medicine,80-84,14065,Female
901,Occupational Medicine,80-84,926,Female
902,Community Health Services Dental,80-84,192,Female
903,Public Health Medicine,80-84,11,Female
950,Nursing,80-84,351840,Female
960,Allied Health Professional,80-84,662680,Female
990,Joint Consultant Clinics (Retired 1 April 2004),80-84,95,Female
&,Not Known,85-89,6826,Female
100,General Surgery,85-89,181729,Female
101,Urology,85-89,53656,Female
107,Vascular Surgery,85-89,3343,Female
110,Trauma and Orthopaedics,85-89,250847,Female
120,Ear Nose and Throat,85-89,75226,Female
130,Ophthalmology,85-89,666518,Female
140,Oral Surgery,85-89,16083,Female
141,Restorative Dentistry,85-89,4663,Female
142,Paediatric Dentistry,85-89,1,Female
143,Orthodontics,85-89,393,Female
145,Oral and Maxillofacial Surgery,85-89,16058,Female
146,Endodontics,85-89,283,Female
147,Periodontics,85-89,42,Female
148,Prosthodontics,85-89,119,Female
149,Surgical Dentistry,85-89,2,Female
150,Neurosurgery,85-89,11677,Female
160,Plastic Surgery,85-89,33233,Female
170,Cardiothoracic Surgery,85-89,4988,Female
171,Paediatric Surgery,85-89,101,Female
180,Emergency Medicine,85-89,5465,Female
190,Anaesthetics,85-89,45300,Female
191,Pain Management (Retired 1 April 2004),85-89,3,Female
192,Intensive Care Medicine,85-89,493,Female
300,General Internal Medicine,85-89,200810,Female
301,Gastroenterology,85-89,50302,Female
302,Endocrinology and Diabetes,85-89,24022,Female
303,Clinical Haematology,85-89,112514,Female
304,Clinical Physiology,85-89,20305,Female
305,Clinical Pharmacology,85-89,333,Female
310,Audio Vestibular Medicine,85-89,31013,Female
311,Clinical Genetics,85-89,510,Female
313,Clinical Immunology,85-89,949,Female
314,Rehabilitation Medicine,85-89,8928,Female
315,Palliative Medicine,85-89,8923,Female
317,Allergy,85-89,113,Female
320,Cardiology,85-89,174709,Female
321,Paediatric Cardiology,85-89,25,Female
325,Sport and Exercise Medicine,85-89,177,Female
326,Acute Internal Medicine,85-89,7329,Female
330,Dermatology,85-89,110330,Female
340,Respiratory Medicine,85-89,71139,Female
350,Infectious Diseases,85-89,1727,Female
352,Tropical Medicine,85-89,0,Female
360,Genitourinary Medicine,85-89,399,Female
361,Renal Medicine,85-89,33296,Female
370,Medical Oncology,85-89,76159,Female
371,Nuclear Medicine,85-89,500,Female
400,Neurology,85-89,34062,Female
401,Clinical Neurophysiology,85-89,4794,Female
410,Rheumatology,85-89,76842,Female
420,Paediatrics,85-89,219,Female
421,Paediatric Neurology,85-89,12,Female
430,Geriatric Medicine,85-89,43626,Female
450,Dental Medicine,85-89,2905,Female
451,Special Care Dentistry,85-89,210,Female
460,Medical Ophthalmology,85-89,2659,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",85-89,0,Female
500,Obstetrics and Gynaecology,85-89,2,Female
501,Obstetrics,85-89,10027,Female
502,Gynaecology,85-89,72088,Female
504,Community Sexual and Reproductive Health,85-89,1,Female
560,Midwifery,85-89,150,Female
600,General Medical Practice,85-89,1530,Female
601,General Dental Practice,85-89,12,Female
700,Learning Disability,85-89,234,Female
710,Adult Mental Illness,85-89,7695,Female
711,Child and Adolescent Psychiatry,85-89,254,Female
712,Forensic Psychiatry,85-89,46,Female
713,Medical Psychotherapy,85-89,132,Female
715,Old Age Psychiatry,85-89,20470,Female
800,Clinical Oncology,85-89,96582,Female
810,Radiology,85-89,174937,Female
820,General Pathology,85-89,66,Female
821,Blood Transfusion,85-89,0,Female
822,Chemical Pathology,85-89,2714,Female
823,Haematology,85-89,19817,Female
824,Histopathology,85-89,217,Female
830,Immunopathology,85-89,73,Female
831,Medical Microbiology and Virology,85-89,79,Female
833,Medical Microbiology,85-89,53,Female
834,Medical Virology,85-89,31,Female
900,Community Medicine,85-89,14171,Female
901,Occupational Medicine,85-89,555,Female
902,Community Health Services Dental,85-89,157,Female
903,Public Health Medicine,85-89,15,Female
950,Nursing,85-89,267157,Female
960,Allied Health Professional,85-89,461962,Female
990,Joint Consultant Clinics (Retired 1 April 2004),85-89,92,Female
&,Not Known,90-120,4805,Female
100,General Surgery,90-120,106388,Female
101,Urology,90-120,29501,Female
107,Vascular Surgery,90-120,2346,Female
110,Trauma and Orthopaedics,90-120,126669,Female
120,Ear Nose and Throat,90-120,46314,Female
130,Ophthalmology,90-120,484158,Female
140,Oral Surgery,90-120,9793,Female
141,Restorative Dentistry,90-120,2454,Female
142,Paediatric Dentistry,90-120,0,Female
143,Orthodontics,90-120,235,Female
145,Oral and Maxillofacial Surgery,90-120,10492,Female
146,Endodontics,90-120,130,Female
147,Periodontics,90-120,5,Female
148,Prosthodontics,90-120,70,Female
149,Surgical Dentistry,90-120,6,Female
150,Neurosurgery,90-120,4782,Female
160,Plastic Surgery,90-120,23711,Female
170,Cardiothoracic Surgery,90-120,1470,Female
171,Paediatric Surgery,90-120,59,Female
180,Emergency Medicine,90-120,4029,Female
190,Anaesthetics,90-120,22796,Female
191,Pain Management (Retired 1 April 2004),90-120,1,Female
192,Intensive Care Medicine,90-120,222,Female
300,General Internal Medicine,90-120,167890,Female
301,Gastroenterology,90-120,24560,Female
302,Endocrinology and Diabetes,90-120,13828,Female
303,Clinical Haematology,90-120,71139,Female
304,Clinical Physiology,90-120,14432,Female
305,Clinical Pharmacology,90-120,187,Female
310,Audio Vestibular Medicine,90-120,24373,Female
311,Clinical Genetics,90-120,205,Female
313,Clinical Immunology,90-120,359,Female
314,Rehabilitation Medicine,90-120,5391,Female
315,Palliative Medicine,90-120,6348,Female
317,Allergy,90-120,40,Female
320,Cardiology,90-120,120913,Female
321,Paediatric Cardiology,90-120,7,Female
325,Sport and Exercise Medicine,90-120,127,Female
326,Acute Internal Medicine,90-120,5133,Female
330,Dermatology,90-120,75491,Female
340,Respiratory Medicine,90-120,33467,Female
350,Infectious Diseases,90-120,1546,Female
352,Tropical Medicine,90-120,0,Female
360,Genitourinary Medicine,90-120,285,Female
361,Renal Medicine,90-120,18928,Female
370,Medical Oncology,90-120,27256,Female
371,Nuclear Medicine,90-120,228,Female
400,Neurology,90-120,17036,Female
401,Clinical Neurophysiology,90-120,2427,Female
410,Rheumatology,90-120,38380,Female
420,Paediatrics,90-120,131,Female
421,Paediatric Neurology,90-120,7,Female
430,Geriatric Medicine,90-120,35824,Female
450,Dental Medicine,90-120,1354,Female
451,Special Care Dentistry,90-120,161,Female
460,Medical Ophthalmology,90-120,2327,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",90-120,0,Female
500,Obstetrics and Gynaecology,90-120,0,Female
501,Obstetrics,90-120,5559,Female
502,Gynaecology,90-120,39314,Female
504,Community Sexual and Reproductive Health,90-120,0,Female
560,Midwifery,90-120,64,Female
600,General Medical Practice,90-120,938,Female
601,General Dental Practice,90-120,2,Female
700,Learning Disability,90-120,46,Female
710,Adult Mental Illness,90-120,4125,Female
711,Child and Adolescent Psychiatry,90-120,177,Female
712,Forensic Psychiatry,90-120,31,Female
713,Medical Psychotherapy,90-120,54,Female
715,Old Age Psychiatry,90-120,16922,Female
800,Clinical Oncology,90-120,41937,Female
810,Radiology,90-120,96598,Female
